Session,Date,Period,Movement,Distance,Duration,Passengers,Earnings,Tips,Cancel,Shared,TrueShared,Conversation,Origin,Goal,RatingConversation,RatingRoute,RatingComfortability,DOW,Month,StartTime,PickupTime,EndTime,TimeLabel,StartLocation,StartGas,EndGas,GasUsage,Wage,RatingSum,RatingMean,AdjDuration,AdjDistance,AdjGas,Position,AdjWage
24,2019-08-14T00:00:00Z,Drive,Drive,15.12,55.43,3,22.33,0,FALSE,TRUE,1,TRUE,Work,Home,4,1,4,3,8,15.016666666666667,15.1,16.016666666666666,EveningCommute,UTC,7.34,8.12,0.7799999999999994,24.17102651993505,9,3,59.43,16.47,0.835,Middle,22.544169611307417
24,2019-08-14T00:00:00Z,Drive,Drive,5.58,8.95,1,5.65,2,FALSE,FALSE,0,FALSE,Lesiure,Leisure,3,3,4,3,8,16.15,16.2,16.35,Other,City Heights,8.23,8.45,0.21999999999999886,51.284916201117326,10,3.3333333333333335,12.95,6.93,0.27499999999999947,Middle,35.44401544401545
24,2019-08-14T00:00:00Z,Drive,Drive,1.6,8.81,1,3.03,2,FALSE,FALSE,0,TRUE,Leisure,Home,5,3,4,3,8,16.35,16.416666666666668,16.566666666666666,Other,East Village,8.45,8.62,0.16999999999999993,34.25652667423382,12,4,9.81,1.8,0.1850000000000005,Middle,30.764525993883787
24,2019-08-14T00:00:00Z,Drive,Drive,1.08,4.55,3,3,0,FALSE,FALSE,0,FALSE,Work,Social,3,2,2,3,8,16.6,16.65,16.716666666666665,EveningCommute,Bankers Hill,8.65,8.75,0.09999999999999964,39.56043956043956,7,2.3333333333333335,5.55,1.28,0.11500000000000021,Middle,32.432432432432435
24,2019-08-14T00:00:00Z,Drive,Drive,2.52,12.43,1,4.44,0,FALSE,TRUE,0,FALSE,Work,Home,3,4,2,3,8,16.716666666666665,16.85,17.05,EveningCommute,Bankers Hill,8.75,8.99,0.2400000000000002,21.432019308125508,9,3,13.93,3.12,0.27000000000000046,Middle,19.12419239052405
24,2019-08-14T00:00:00Z,Drive,Drive,1.41,9.35,1,3.02,3,FALSE,FALSE,0,TRUE,Home,Social,5,3,2,3,8,17.1,17.15,17.316666666666666,Other,East Village,9.05,9.18,0.129999999999999,38.63101604278074,10,3.3333333333333335,10.85,2.01,0.15999999999999925,Middle,33.29032258064516
24,2019-08-14T00:00:00Z,Drive,Drive,3.26,17.1,1,5.98,1,FALSE,FALSE,0,FALSE,Work,Home,2,2,1,3,8,17.316666666666666,17.366666666666667,17.65,EveningCommute,Downtown,9.18,9.46,0.28000000000000114,24.49122807017544,5,1.6666666666666667,17.6,3.26,0.28000000000000114,Middle,23.795454545454543
24,2019-08-14T00:00:00Z,Drive,Drive,1.66,7.38,2,3,0,FALSE,FALSE,0,TRUE,Home,Food,4,2,1,3,8,17.666666666666668,17.75,17.866666666666667,Other,North Park,9.46,9.64,0.17999999999999972,24.390243902439025,7,2.3333333333333335,23.88,9.76,0.4499999999999993,Last,7.537688442211056
25,2019-08-20T00:00:00Z,Drive,Drive,11.93,28.83,1,14.27,0,FALSE,FALSE,0,FALSE,Work,Hotel,3,2,4,2,8,15.466666666666667,15.533333333333333,16.016666666666666,EveningCommute,University City,15.84,16.32,0.4800000000000004,29.698231009365248,9,3,46.33,13.729999999999999,0.6300000000000008,First,18.48046622059141
25,2019-08-20T00:00:00Z,Drive,Drive,3.34,16.75,1,5.95,0,FALSE,FALSE,0,FALSE,Airport,Hotel,3,2,4,2,8,16.433333333333334,16.466666666666665,16.75,Other,Airport,16.5,16.77,0.2699999999999996,21.313432835820898,9,3,29.75,4.54,0.3650000000000002,Middle,12
25,2019-08-20T00:00:00Z,Drive,Drive,16.18,43.32,2,20.3,0,FALSE,TRUE,1,FALSE,Leisure,Leisure,3,2,3,2,8,16.766666666666666,16.866666666666667,17.6,Other,Little Italy,16.78,17.56,0.7799999999999976,28.11634349030471,8,2.6666666666666665,43.82,16.18,0.7849999999999984,Middle,27.795527156549525
25,2019-08-20T00:00:00Z,Drive,Drive,0.68,3.2,2,3,0,FALSE,FALSE,0,TRUE,Hotel,Food,5,4,3,2,8,17.6,17.633333333333333,17.7,Other,La Jolla,17.56,17.63,0.07000000000000028,56.25,12,4,22.2,6.18,0.33999999999999986,Last,8.108108108108109
26,2019-08-23T00:00:00Z,Drive,Drive,2.95,17.98,1,5.98,3,FALSE,FALSE,0,TRUE,Hotel,Food,5,2,5,5,8,19.766666666666666,19.916666666666668,20.216666666666665,Other,UTC,1.67,1.98,0.31000000000000005,29.96662958843159,12,4,21.48,3.35,0.33000000000000007,First,25.083798882681563
26,2019-08-23T00:00:00Z,Drive,Drive,0.38,3.53,1,3,0,FALSE,FALSE,0,FALSE,Food,Hotel,2,4,5,5,8,20.233333333333334,20.3,20.35,Other,La Jolla Village,1.98,2.07,0.08999999999999986,50.991501416430594,11,3.6666666666666665,6.029999999999999,1.18,0.125,Middle,29.85074626865672
26,2019-08-23T00:00:00Z,Drive,Drive,6.71,10.93,1,6.84,0,FALSE,TRUE,0,TRUE,Home,Social,4,4,5,5,8,20.416666666666668,20.45,20.633333333333333,Other,UTC,2.14,2.38,0.23999999999999977,37.548032936870996,13,4.333333333333333,13.43,7.41,0.2749999999999999,Middle,30.558451228592702
26,2019-08-23T00:00:00Z,Drive,Drive,1.53,4.9,1,3,0,FALSE,FALSE,0,TRUE,Home,Social,3,3,5,5,8,20.65,20.716666666666665,20.783333333333335,Other,Clairemont,2.38,2.5,0.1200000000000001,36.73469387755102,11,3.6666666666666665,6.9,1.78,0.14000000000000012,Middle,26.08695652173913
26,2019-08-23T00:00:00Z,Drive,Drive,4.78,16,1,6.72,0,FALSE,FALSE,0,TRUE,Home,Social,5,4,4,5,8,20.833333333333332,20.883333333333333,21.15,Other,Clairemont,2.54,2.76,0.21999999999999975,25.2,13,4.333333333333333,20.5,5.53,0.2699999999999998,Middle,19.66829268292683
26,2019-08-23T00:00:00Z,Drive,Drive,1.44,6.97,2,3,2,FALSE,FALSE,0,FALSE,Social,Home,3,3,3,5,8,21.25,21.283333333333335,21.4,Other,Pacific Beach,2.82,2.92,0.10000000000000009,43.04160688665711,9,3,51.97,19.240000000000002,0.78,Last,5.7725610929382345
27,2019-08-24T00:00:00Z,Drive,Drive,0.37,3.13,1,3,0,FALSE,TRUE,0,TRUE,Leisure,Food,4,5,5,6,8,19.833333333333332,19.966666666666665,20.016666666666666,Other,University City,3.62,3.79,0.16999999999999993,57.50798722044729,14,4.666666666666667,6.63,0.6699999999999999,0.20999999999999996,First,27.149321266968325
27,2019-08-24T00:00:00Z,Drive,Drive,4.28,17.72,2,6.78,2,FALSE,FALSE,0,TRUE,Leisure,Hotel,5,5,5,6,8,20.033333333333335,20.116666666666667,20.4,Other,La Jolla,3.79,4.14,0.34999999999999964,29.72911963882619,15,5,19.22,4.33,0.34999999999999964,Middle,27.408949011446413
27,2019-08-24T00:00:00Z,Drive,Drive,4.22,5.9,1,4.08,0,FALSE,FALSE,0,FALSE,Work,Home,3,5,5,6,8,20.433333333333334,20.466666666666665,20.566666666666666,Other,UTC,4.14,4.31,0.16999999999999993,41.49152542372881,13,4.333333333333333,6.9,4.27,0.16999999999999993,Middle,35.47826086956522
27,2019-08-24T00:00:00Z,Drive,Drive,9.99,15.15,1,9.93,0,FALSE,FALSE,0,FALSE,Home,Social,3,3,4,6,8,20.566666666666666,20.65,20.9,Nightlife,Clairemont,4.31,4.66,0.35000000000000053,39.32673267326732,10,3.3333333333333335,21.15,11.24,0.4100000000000006,Middle,28.170212765957448
27,2019-08-24T00:00:00Z,Drive,Drive,1.76,5.73,2,3,2,FALSE,FALSE,0,TRUE,Social,Home,3,2,4,6,8,21.1,21.133333333333333,21.216666666666665,Other,East Village,4.78,4.9,0.1200000000000001,52.35602094240838,9,3,12.73,3.11,0.18500000000000005,Middle,23.56637863315004
27,2019-08-24T00:00:00Z,Drive,Drive,1.06,9.47,2,3,0,FALSE,FALSE,0,TRUE,Home,Social,4,3,4,6,8,21.25,21.3,21.45,Nightlife,Bankers Hill,4.91,5.05,0.13999999999999968,19.007391763463566,11,3.6666666666666665,10.47,1.1600000000000001,0.14499999999999957,Middle,17.191977077363894
27,2019-08-24T00:00:00Z,Drive,Drive,1.39,8.3,4,3,0,FALSE,FALSE,0,FALSE,Social,Social,3,2,3,6,8,21.45,21.5,21.633333333333333,Nightlife,Little Italy,5.05,5.18,0.1299999999999999,21.686746987951807,8,2.6666666666666665,8.3,1.39,0.1299999999999999,Middle,21.686746987951807
27,2019-08-24T00:00:00Z,Drive,Drive,7.06,13.83,3,7.72,3,FALSE,FALSE,0,FALSE,Social,Home,3,3,3,6,8,21.633333333333333,21.683333333333334,21.9,Other,Gaslamp,5.18,5.5,0.3200000000000003,46.50759219088937,9,3,29.83,17.259999999999998,0.6100000000000003,Last,21.56218571907476
