Session,Date,,Period,Movement,Start Time,Start Gas,Start Location,Pickup Time,End Time,End Gas,Distance,Duration,Passengers,Earnings,Tips,Cancel,Shared,TrueShared,Conversation,Origin,Goal,RatingConversation,RatingRoute,RatingComfortability
24,8/14/2019,,Drive,Drive,4:36:00 PM,8.65,Bankers Hill,4:39:00 PM,4:43:00 PM,8.75,1.08,4.55,3,$3.00,$0.00,0,0,0,0,Work,Social,3,2,2
24,8/14/2019,,Search,Idle,4:43:00 PM,8.75,Downtown,,4:43:00 PM,8.75,0.00,0.00,,,,,,,,,,,,
24,8/14/2019,,Drive,Drive,4:43:00 PM,8.75,Bankers Hill,4:51:00 PM,5:03:00 PM,8.99,2.52,12.43,1,$4.44,$0.00,0,1,0,0,Work,Home,3,4,2
24,8/14/2019,,Search,Hotspot,5:03:00 PM,8.99,South Park,,5:06:00 PM,9.05,1.20,3.00,,,,,,,,,,,,
24,8/14/2019,,Drive,Drive,5:06:00 PM,9.05,East Village,5:09:00 PM,5:19:00 PM,9.18,1.41,9.35,1,$3.02,$3.00,0,0,0,1,Home,Social,5,3,2
24,8/14/2019,,Search,None,5:19:00 PM,9.18,Marina,,5:19:00 PM,9.18,0.00,0.00,,,,,,,,,,,,
24,8/14/2019,,Drive,Drive,5:19:00 PM,9.18,Downtown,5:22:00 PM,5:39:00 PM,9.46,3.26,17.10,1,$5.98,$1.00,0,0,0,0,Work,Home,2,2,1
24,8/14/2019,,Search,Home,5:39:00 PM,9.46,North Park,,5:40:00 PM,9.46,0.00,1.00,,,,,,,,,,,,
24,8/14/2019,,Drive,Drive,5:40:00 PM,9.46,North Park,5:45:00 PM,5:52:00 PM,9.64,1.66,7.38,2,$3.00,$0.00,0,0,0,1,Home,Food,4,2,1
24,8/14/2019,,Return,Home,5:52:00 PM,9.64,Normal Heights,,6:08:00 PM,9.91,8.10,16.00,,,,,,,,,,,,
25,8/20/2019,,Search,Inference,3:23 PM,15.78,University City,,3:28:00 PM,15.84,0.60,5.00,,,,,,,,,,,,
25,8/20/2019,,Drive,Drive,3:28:00 PM,15.84,University City,3:32 PM,4:01:00 PM,16.32,11.93,28.83,1,$14.27,$0.00,0,0,0,0,Work,Hotel,3,2,4
25,8/20/2019,,Search,Inference,4:01:00 PM,16.32,Marina,,4:13:00 PM,16.50,2.40,12.00,,,,,,,,,,,,
25,8/20/2019,,Search,Idle,4:13:00 PM,16.50,Airport,,4:26:00 PM,16.50,0.00,13.00,,,,,,,,,,,,
25,8/20/2019,,Drive,Drive,4:26:00 PM,16.50,Airport,4:28:00 PM,4:45:00 PM,16.77,3.34,16.75,1,$5.95,$0.00,0,0,0,0,Airport,Hotel,3,2,4
25,8/20/2019,,Search,Inference,4:45:00 PM,16.77,Little Italy,,4:46:00 PM,16.78,0.00,1.00,,,,,,,,,,,,
25,8/20/2019,,Drive,Drive,4:46:00 PM,16.78,Little Italy,4:52:00 PM,5:36:00 PM,17.56,16.18,43.32,2,$20.30,$0.00,0,1,1,0,Leisure,Leisure,3,2,3
25,8/20/2019,,Search,Idle,5:36:00 PM,17.56,La Jolla,,5:36:00 PM,17.56,0.00,0.00,,,,,,,,,,,,
25,8/20/2019,,Drive,Drive,5:36:00 PM,17.56,La Jolla,5:38:00 PM,5:42:00 PM,17.63,0.68,3.20,2,$3.00,$0.00,0,0,0,1,Hotel,Food,5,4,3
25,8/20/2019,,Search,Idle,5:42:00 PM,17.63,La Jolla,,5:50 PM,17.65,0.20,8.00,,,,,,,,,,,,
25,8/20/2019,,Search,Home,5:50 PM,17.65,La Jolla,,6:01 PM,17.9,5.30,11.00,,,,,,,,,,,,
26,8/23/2019,,Search,Inference,7:43 PM,1.65,UTC,,7:46:00 PM,1.67,0.30,3.00,,,,,,,,,,,,
26,8/23/2019,,Drive,Drive,7:46:00 PM,1.67,UTC,7:55:00 PM,8:13:00 PM,1.98,2.95,17.98,1,$5.98,$3.00,0,0,0,1,Hotel,Food,5,2,5
26,8/23/2019,,Search,Idle,8:13:00 PM,1.98,La Jolla Village,,8:14:00 PM,1.98,0.20,1.00,,,,,,,,,,,,
26,8/23/2019,,Drive,Drive,8:14:00 PM,1.98,La Jolla Village,8:18:00 PM,8:21:00 PM,2.07,0.38,3.53,1,$3.00,$0.00,0,0,0,0,Food,Hotel,2,4,5
26,8/23/2019,,Search,Inference,8:21:00 PM,2.07,UCSD,,8:25:00 PM,2.14,1.40,4.00,,,,,,,,,,,,
26,8/23/2019,,Drive,Drive,8:25:00 PM,2.14,UTC,8:27:00 PM,8:38:00 PM,2.38,6.71,10.93,1,$6.84,$0.00,0,1,0,1,Home,Social,4,4,5
26,8/23/2019,,Search,Idle,8:38:00 PM,2.38,Clairemont,,8:39:00 PM,2.38,0.00,1.00,,,,,,,,,,,,
26,8/23/2019,,Drive,Drive,8:39:00 PM,2.38,Clairemont,8:43:00 PM,8:47:00 PM,2.50,1.53,4.90,1,$3.00,$0.00,0,0,0,1,Home,Social,3,3,5
26,8/23/2019,,Search,Idle,8:47:00 PM,2.50,Clairemont,,8:50:00 PM,2.54,0.50,3.00,,,,,,,,,,,,
26,8/23/2019,,Drive,Drive,8:50:00 PM,2.54,Clairemont,8:53:00 PM,9:09:00 PM,2.76,4.78,16.00,1,$6.72,$0.00,0,0,0,1,Home,Social,5,4,4
26,8/23/2019,,Search,Inference,9:09:00 PM,2.76,Pacific Beach,,9:15:00 PM,2.82,1.00,6.00,,,,,,,,,,,,
26,8/23/2019,,Drive,Drive,9:15:00 PM,2.82,Pacific Beach,9:17:00 PM,9:24:00 PM,2.92,1.44,6.97,2,$3.00,$2.00,0,0,0,0,Social,Home,3,3,3
26,8/23/2019,,Search,Hotspot,9:24:00 PM,2.92,Pacific Beach,,9:45:00 PM,3.18,6.00,21.00,,,,,,,,,,,,
26,8/23/2019,,Search,Idle,9:45:00 PM,3.18,Point Loma,,9:50:00 PM,3.18,0.00,5.00,,,,,,,,,,,,
26,8/23/2019,,Return,Home,9:50:00 PM,3.18,Point Loma,,10:06:00 PM,3.57,11.30,16.00,,,,,,,,,,,,
27,8/24/2019,,Search,Inference,7:47 PM,3.58,University City,,7:50:00 PM,3.62,0.30,3.00,,,,,,,,,,,,
27,8/24/2019,,Drive,Drive,7:50:00 PM,3.62,University City,7:58:00 PM,8:01:00 PM,3.79,0.37,3.13,1,$3.00,$0.00,0,1,0,1,Leisure,Food,4,5,5
27,8/24/2019,,Search,Idle,8:01:00 PM,3.79,La Jolla Shores,,8:02:00 PM,3.79,0.00,1.00,,,,,,,,,,,,
27,8/24/2019,,Drive,Drive,8:02:00 PM,3.79,La Jolla,8:07:00 PM,8:24:00 PM,4.14,4.28,17.72,2,$6.78,$2.00,0,0,0,1,Leisure,Hotel,5,5,5
27,8/24/2019,,Search,Idle,8:24:00 PM,4.14,UTC,,8:26:00 PM,4.14,0.10,2.00,,,,,,,,,,,,
27,8/24/2019,,Drive,Drive,8:26:00 PM,4.14,UTC,8:28:00 PM,8:34:00 PM,4.31,4.22,5.90,1,$4.08,$0.00,0,0,0,0,Work,Home,3,5,5
27,8/24/2019,,Search,None,8:34:00 PM,4.31,Clairemont,,8:34:00 PM,4.31,0.00,0.00,,,,,,,,,,,,
27,8/24/2019,,Drive,Drive,8:34:00 PM,4.31,Clairemont,8:39:00 PM,8:54:00 PM,4.66,9.99,15.15,1,$9.93,$0.00,0,0,0,0,Home,Social,3,3,4
27,8/24/2019,,Search,Hotspot,8:54:00 PM,4.66,Little Italy,,9:06:00 PM,4.78,2.50,12.00,,,,,,,,,,,,
27,8/24/2019,,Drive,Drive,9:06:00 PM,4.78,East Village,9:08:00 PM,9:13:00 PM,4.90,1.76,5.73,2,$3.00,$2.00,0,0,0,1,Social,Home,3,2,4
27,8/24/2019,,Search,Hotspot,9:13:00 PM,4.90,Downtown,,9:15:00 PM,4.91,0.20,2.00,,,,,,,,,,,,
27,8/24/2019,,Drive,Drive,9:15:00 PM,4.91,Bankers Hill,9:18:00 PM,9:27:00 PM,5.05,1.06,9.47,2,$3.00,$0.00,0,0,0,1,Home,Social,4,3,4
27,8/24/2019,,Search,None,9:27:00 PM,5.05,Little Italy,,9:27:00 PM,5.05,0.00,0.00,,,,,,,,,,,,
27,8/24/2019,,Drive,Drive,9:27:00 PM,5.05,Little Italy,9:30:00 PM,9:38:00 PM,5.18,1.39,8.30,4,$3.00,$0.00,0,0,0,0,Social,Social,3,2,3
27,8/24/2019,,Search,None,9:38:00 PM,5.18,Gaslamp,,9:38:00 PM,5.18,0.00,0.00,,,,,,,,,,,,
27,8/24/2019,,Drive,Drive,9:38:00 PM,5.18,Gaslamp,9:41:00 PM,9:54:00 PM,5.50,7.06,13.83,3,$7.72,$3.00,0,0,0,0,Social,Home,3,3,3
27,8/24/2019,,Return,Home,9:54:00 PM,5.50,Serra Mesa,,10:10:00 AM,5.79,10.20,16.00,,,,,,,,,,,,
